微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
N74WXufSv,【英国Offer】学生：叔！我来问问选校建议！选项一：剑桥Film and Screen Studies选项二：LSE的Politics and Communication对LSE这个项目有比较明确的研究方向，基本就是互联网研究或可持续发展。但目前对电影学没有很清晰的研究兴趣。有读博的打算，硕士毕业马上就业的话，真的一头雾水。计划是留在欧洲，北美还没探索过。一些心路：1. 不考虑院校排名，肯定是喜欢LSE这个项目多一点。去年被拒，今年放wl好久，最终才得了这个项目。不过还是很稀罕剑桥的排名、环境和院校历史。2. 中国人在LSE这个项目应该比剑桥的难录取多了。而且全专业也就30人，是不是找到感兴趣的导师更容易。3. 如果读博的话，无论硕士是哪个专业，还是是希望往传播学、社会学这边再靠一靠。 http://t.cn/A6pRabUf ,,无,无,无,2023-06-26 13:30,微博网页版,401,3,11
N74AektdS,某音的人估计不会相信科大每年有挺多学生，会公派去欧陆例如德国荷兰读硕博深造的，都是理工科精尖学科，还有科大的非军专业里面最值得读的是计算机天河班，毕竟六院是中国第一个计算机系。然后非军专业申英国和欧洲的硕士是可以申到的，除非是英国ATAS特别卡的专业不太可。就业导向很大比例是事业单位和公务员，非军也可以去互联网大厂。 原图 ,,https://wx2.sinaimg.cn/large/6cbca238gy1hfbil46xjrj20v912mgos.jpg,无,无,2023-06-26 12:34,iPhone 13 Pro Max,35,0,0
N6P9CATfM,【UCL申请】学生：大家好，我想来问问～ 24fall 我是5月底考到的雅思7.5（6.5），听力7.5，阅读8.5，写作7.5，口语6.5。但是ucl我的专业要求是要7.5（7），我是需要继续考还是转考pte。王爱曼华我语言要求是都够了，现在就在纠结要不要继续考了。因为这个口语6.5，我是考了四次才考到的，所以很犹豫我的专业是：ucl comparative literature还是说到时候可以跟学校argue ,,无,无,无,2023-06-24 21:17,iPhone 13 Pro Max,20,0,20
N6Lxw0E7W,【英国Offer】offer选择：ucl的Transport & Mobility System和KCL的 Healthcare technology。本科是江苏中外合办应用数学，想问一下选哪个比较好，一方面ucl是g5，这个专业和供应链沾边，未来就业范围可能广一点；另一方面kcl的这个专业可以选择医疗人工智能方向，和本科专业比较相关，但未来是不是只可以局限于医疗行业做咨询或者数据分析之类的？比较纠结，想问问大家的意见，谢谢 http://t.cn/A6pH1Ohz ,,无,无,无,2023-06-24 12:05,iPhone 13 Pro Max,182,0,1
N6vS5D9sG,【英国Offer】学生：Cook叔你好，想发一个选校的投票~爱宝的MSc evolution of language and cognition 和 UCL MSc MSc Translation and Technology  (Audiovisual)bg是211英专，打算回国就业或者申欧陆博士。个人对爱宝语言演化这个专业课程很感兴趣，课程设置也很喜欢（有数据分析以及slp相关的课程）今后也有转码的打算。但很担心回国认可度。以及爱宝给分比较低，受罢工影响也比较严重。还听说这个专业今后可能会取消，合并到发展语言学里。对ucl的科技翻译课程也不排斥，排名和伦敦很吸引我。但翻译就业大环境不太好，不知道怎么抉择，想问问大家有什么好的建议，想蹲蹲就读体验，谢谢大家～ http://t.cn/A6pYEG31 ,,无,无,无,2023-06-22 20:11,微博网页版,135,1,1
N6sGqskKw,【英国澳洲Offer】学生；叔你好，第一次投稿，想发一个选校的投票~bg是普通双非的中外合作新闻专业（因为疫情没去成）学校分别是格拉斯哥的media，communication and international journalism还有unsw的tesol，打算回国就业因为今年是二战失败后申的出国，我爸妈觉得两年的unsw耗时有点太长了，还觉得澳硕有点水但是我又对unsw的qs很心动，从我个人角度觉得两年不是问题。不知道怎么抉择，想问问大家有什么好的建议，就读体验也可以蹲蹲，谢谢大家 http://t.cn/A6pYVmld ,,无,无,无,2023-06-22 12:04,iPhone 13 Pro Max,121,0,15
N5TXXDg61,【香港新加坡英国申请】学生：你好，报个默拒并问一下gap申请的建议～bg华五汉语言89+，1月递交、3月面港大cll被默拒。因为当时已经有工作offer，而且不太喜欢nus的ccl项目，就只申了这个，想着申不上就去工作。目前gpa90+（因为又修了几门课），今年想再试着申一下，大家有什么申请建议吗？ox/cam film/screen或者Chinese study有希望吗？cll都没申上让我很受挫，不知道自己的定位应该放在哪里了 ,,无,无,无,2023-06-18 19:42,微博网页版,4,2,7
N5TIn7l7D,"【英国 LSE Offer】学生：叔，报个offer➕求选校：英本社科high 2:1晚申选手(3.18提交6月初玄学6.12 con)，目前收到了LSE 性别发展全球化(Gender, Development, Globalisation)和社会人类学(Social Anthropology)。未来希望继续读博或者进NGO，求一下专业选择建议顺便蹲下就读体验可以吗？谢谢大家！ http://t.cn/A6p0zLny ",,无,无,无,2023-06-18 19:03,微博网页版,193,1,0
N5HtwcJA8,"西交利物浦大学2023秋季入学大部分专业已于6.15截止申请，以下专业除外：2023新开专业：MSc Data Science、MRes Environmental Sciences和MSc International Professional Practice in Architecture将于7.15截止MSc Entrepreneurship and Innovation专业新开的方向：Intelligent Robotics pathway, Strategic Human Resources Management pathway, Global Public Health Pathway也将于7.15截止 ",,无,无,无,2023-06-17 11:54,微博网页版,3,0,0
N5HlCAXlH,【UCL+爱丁堡申请】学生：新鲜的拒信，ucl eudcation assessment拒了，bg英本qs前100，均分65+，相关专业，有相关课程，tl 12月中～6月17，理由是竞争激烈还想请大家帮忙做个选择，是ucl ma education（psychology）就读体验好，还是爱丁堡 比较教育和国际发展就读体验好呢，纠结应该选哪个，麻烦大家了 http://t.cn/A6pNtA9e ,,无,无,无,2023-06-17 11:34,微博网页版,132,2,1
N5Hkj3RGL,【美国英国Offer】学生：叔，求发个投票，nyu music technology和ual music production私心很想去nyu但架不住在纽约两年的项目太太太贵了而且是24spring入学，其他想不到啥缺点。ual好处是15个月搞定比纽约便宜多了，伦敦感觉也不错，不过lcc这个专业是今年新开的我没啥概念，纠结中，看看大家怎么说对了想补充一下，纠结的另一个原因就是回国会考虑落户问题，nyu排名太香了，相比之下ual没得综排 http://t.cn/A6pN5DtL ,,无,无,无,2023-06-17 11:31,微博网页版,117,0,1
N5zERn4Ot,【KCL申请】学生：叔想问一下kcl llm要求审核学位证书和成绩单是什么意思英本已毕业 压线提交的 五月份看到portal上面的留言说我提交的学位证书和成绩单不是官方出具的（这真的好奇怪 我是从学校portal下载的官方文件 申其他学校的时候完全没这个问题）需要线上审核或者扫描纸质版因为当时纸质版不在身边没办法扫描我就去问学校怎么线上审核 上周终于拿到纸质版扫描提交了 周二ao说通过了 后面有结果会通知想问一下有没有其他同学也有过这样的情况 这样是说明有希望吗还是只是材料没通过 原图 ,,https://wx4.sinaimg.cn/large/6cbca238gy1hf01mh3sn3j20vj0fbqb3.jpg,无,无,2023-06-16 16:00,微博网页版,0,1,0
N5z2vxvuG,"【英国香港Offer】学生：您好可以投稿发个投票吗。双非，翻译专业。毕业5年，GPA 85+，有5年互联网大厂运营工作经历。目前手头是 HKUST的mpm，以及曼大的MSc Climate Change: Science, Society and Solutions。我个人很喜欢HK，但也了解到UK留学体验会更好些。未来想要留在当地工作一段时间，或者回来去体制内。辛苦看看大家建议怎么选择？是选择港科技还是曼大？ http://t.cn/A6pC7Mhd ",,无,无,无,2023-06-16 14:25,微博网页版,178,0,1
N5oZTlTYd,【英国澳洲申请】学生：大家好，我想听一下大家的建议。是这样的，我是国内3+2大专摄影专业的学生，目前收到了24f七月t3 unsw 的本科offer ，专业是media。在纠结明年是去英国读top-up 还是澳洲读unsw 本科。纠结的点：英国top-up项目只要一年，unsw 可能要1.5年或者两年。不考虑留下来工作，因为研究生还要接着去读media communication 家里预算是够的，就是我本人很纠结去哪个国家，想听听过来人的建议！感谢 原图 ,,https://wx1.sinaimg.cn/large/6cbca238gy1heyt9vryv1j20v10cqn3y.jpg,无,无,2023-06-15 12:51,微博网页版,6,0,8
N5oRBqT1i,【UCL Offer和伦敦租房】学生：您好，昨天英国时间0点一过收到ucl ma edu psy(MA Education (Psychology))的offer了，周围好几个朋友也收到了，bg英本同专业，qs前100，均分65+，tl：1月中～6.14，613pb的。想求一个就读体验and想租一个离学校近一点的学生公寓但是太晚了好像很多都订满了，请问还有转租的或者推荐的房子吗。谢谢！ 原图 ,,https://wx2.sinaimg.cn/large/6cbca238gy1heysnf6asgj20vx0ag78w.jpg,无,无,2023-06-15 12:31,微博网页版,2,1,3
N4YEDupeL,"【香港硕士申请拿到Offer之后哪些事情要做】1.准备Form ID995A 原件 2.财产证明复印件（3个月内），也就是开存款证明，开在你名下，可以定存三个月财政证明并未设定最低存款金额要求。根据过往经验，申请人应持有：全日制学位课程约人民币 100,000-150,000 元 建议直接存20-30万RMB一般存了之后，下签注就可以取了3.录取通知书及已签字的录取确认回执复印件4.大陆身份证（正反面）及户口本本人页复印件5.办理港澳通行证6.护照7.中英文8个学期成绩单，可能需要办理纸质邮寄的，还要准备大信封（部分学校需要）8.中英文学位证，毕业证，可能需要办理纸质邮寄的，还要准备大信封（部分学校需要）9.中英文Grading system ，可能需要办理纸质邮寄的，还要准备大信封（部分学校需要）10.办逗留电子签（D签），现在改成电子了，不是粉条，办理地点在所在地出入境管理处材料：打印好电子签证身份证港澳通行证Offer户口本+复印件现场填写申请表11.办八达通12.找好住宿13.办电话卡14.关注飞机票或高铁信息15.拿到D签的港澳通行证+电子签证复印件，入境香港激活签证，办香港身份证。 ",,无,无,无,2023-06-12 17:47,微博网页版,33,22,2
N4Xh5niPl,【英国澳洲Offer】学生：大家好，”我手上也有几个offer 的信息 我目前有点难以决策 想来问一下大家的看法Ucl comparative education 布里斯托 Innovation and Entrepreneurship (MSc)  悉尼Commerce 澳洲国立大学 Applied economic 我申请的是硕士 本科是中外合办大学 国际商务专业 大三均分59另外我其实还挺想知道本科国际商务 研究生如果选ucl 教育学之后的就业方向有什么 http://t.cn/A6pXJnZ2 ,,无,无,无,2023-06-12 14:17,微博网页版,209,1,7
N4GPtBElG,"【24Fall定校方案投稿】学生：大家好，中下211，87，雅思6.5（6）还会再刷，想请大家帮忙看看定校合不合理，想减少几个似乎太多了，但是没有什么头绪，感谢！hku：MA in China Development Studies港中文：MSSc in Corporate CommunicationMA in Chinese StudiesMA global communication港科：MA Chinese cultureTcsol港城：MA ChineseMA communication and new media港理：MA Chinese culture中英企业传播ucl：Gender, Society and Representation爱丁堡：数字社会学全球现代艺术：艺术、遗产、策展曼大：数字媒体、文化与社会布里斯托：国际关系南安：电影和文化管理 [组图共2张] 原图 ",,"http://ww2.sinaimg.cn/large/6cbca238gy1hete9uj45ij20ge0ditcw.jpg,http://ww4.sinaimg.cn/large/6cbca238gy1hete9x6iqhj20gh090tah.jpg",无,无,2023-06-10 20:25,微博网页版,17,2,19
N4vetkRDR,【信纸模板】武汉理工大学学校：武汉理工大学排名：211，软科2023年中国院校第54名所在地：武汉市各位在准备老师推荐信的同学注意要用学校空白抬头纸打印，武汉理工大学的空白抬头纸电子版我放自己干货号(库克留学)了，方便准备推荐信的同学取用帖子：http://t.cn/A6NMUqZa#信纸模板#   原图 ,,https://wx1.sinaimg.cn/large/6cbca238gy1herz39alk0j20ly0m2whe.jpg,无,无,2023-06-09 14:53,微博网页版,7,0,3
